rank	left	right	merged
4386	r	up	rup
4387	r	ating	rating
4388	s	;	s;
4389	s	c	sc
4390	s	ur	sur
4391	s	et	set
4392	s	ans	sans
4393	s	ia,	sia,
4394	s	ine,	sine,
4395	t	r	tr
4396	t	u	tu
4397	t	ud	tud
4398	t	ure,	ture,
4399	t	ouchability	touchability
4400	u	,	u,
4401	u	nd	und
4402	u	es	ues
4403	u	ber	uber
4404	u	tical	utical
4405	v	a	va
4406	v	as	vas
4407	v	ity	vity
4408	w	est	west
4409	w	ide	wide
4410	x	p	xp
4411	y	n	yn
4412	y	th	yth
4413	y	ing	ying
4414	y	le	yle
4415	z	ed	zed
4416	ν	δ	νδ
4417	▁	°	▁°
4418	▁	er	▁er
4419	▁	id	▁id
4420	Ἰ	νδ	Ἰνδ
4421	▁	rough	▁rough
4422	▁	enc	▁enc
4423	▁	ess	▁ess
4424	▁	Zor	▁Zor
4425	▁t	al	▁tal
4426	▁t	en	▁ten
4427	▁t	and	▁tand
4428	▁t	ak	▁tak
4429	▁t	un	▁tun
4430	▁t	yp	▁typ
4431	▁t	uber	▁tuber
4432	th	ers	thers
4433	th	-century	th-century
4434	an	i	ani
4435	an	n	ann
4436	an	ing	aning
4437	an	ism	anism
4438	an	ch	anch
4439	he	st	hest
4440	he	ad	head
4441	he	el	heel
4442	he	red	hered
4443	he	reas	hereas
4444	he	ss	hess
4445	▁a	ro	▁aro
4446	▁a	mp	▁amp
4447	▁a	me	▁ame
4448	in	.	in.
4449	in	es	ines
4450	in	ated	inated
4451	in	dh	indh
4452	in	ition	inition
4453	nd	ers	nders
4454	nd	ments	ndments
4455	er	c	erc
4456	er	or	eror
4457	er	ly	erly
4458	er	ved	erved
4459	er	ch	erch
4460	er	continent	ercontinent
4461	er	t,	ert,
4462	on	,	on,
4463	on	e	one
4464	on	se	onse
4465	on	vi	onvi
4466	re	t	ret
4467	re	am	ream
4468	re	nt	rent
4469	▁o	wn	▁own
4470	▁o	thers	▁others
4471	st	ian	stian
4472	st	ring	string
4473	al	f	alf
4474	al	ed	aled
4475	al	es	ales
4476	al	a,	ala,
4477	ti	,	ti,
4478	ti	es	ties
4479	ti	le	tile
4480	ti	fied	tified
4481	en	ces	ences
4482	en	house	enhouse
4483	▁s	w	▁sw
4484	▁s	he	▁she
4485	▁s	uc	▁suc
4486	▁s	hi	▁shi
4487	▁s	our	▁sour
4488	▁s	aw	▁saw
4489	▁s	edi	▁sedi
4490	▁s	iz	▁siz
4491	▁s	elf	▁self
4492	▁s	avour	▁savour
4493	ed	.	ed.
4494	ed	d	edd
4495	▁c	in	▁cin
4496	▁c	at	▁cat
4497	▁c	ro	▁cro
4498	▁c	ri	▁cri
4499	▁c	ut	▁cut
4500	▁c	ere	▁cere
4501	▁c	iv	▁civ
4502	▁c	reat	▁creat
4503	▁c	ust	▁cust
4504	▁c	ris	▁cris
4505	▁c	ale	▁cale
4506	▁c	uis	▁cuis
4507	at	or	ator
4508	at	om	atom
4509	at	ak	atak
4510	at	es,	ates,
4511	at	a,	ata,
4512	at	es.	ates.
4513	at	ures	atures
4514	at	ure,	ature,
4515	at	ory	atory
4516	at	erial	aterial
4517	and	,	and,
4518	and	y	andy
4519	and	s,	ands,
4520	and	ard	andard
4521	▁an	y	▁any
4522	▁an	atom	▁anatom
4523	▁I	I,	▁II,
4524	ar	as	aras
4525	ar	ly	arly
4526	ar	s.	ars.
4527	ar	ian	arian
4528	ar	sh	arsh
4529	ar	row	arrow
4530	ar	i,	ari,
4531	ar	ger	arger
4532	▁w	et	▁wet
4533	▁w	ay	▁way
4534	▁w	elf	▁welf
4535	▁w	idespread	▁widespread
4536	▁w	hereas	▁whereas
4537	▁in	gre	▁ingre
4538	▁in	nov	▁innov
4539	or	n	orn
4540	or	al	oral
4541	or	s.	ors.
4542	or	ity	ority
4543	or	ial	orial
4544	or	gan	organ
4545	or	ne	orne
4546	▁b	i	▁bi
4547	▁b	an	▁ban
4548	▁b	al	▁bal
4549	▁b	ar	▁bar
4550	▁b	ul	▁bul
4551	▁b	rou	▁brou
4552	▁b	ot	▁bot
4553	▁b	ord	▁bord
4554	▁b	ond	▁bond
4555	▁b	read	▁bread
4556	▁b	ron	▁bron
4557	▁b	iodiversity	▁biodiversity
4558	▁p	a	▁pa
4559	▁p	ur	▁pur
4560	▁p	ul	▁pul
4561	▁p	le	▁ple
4562	▁p	il	▁pil
4563	▁p	ast	▁past
4564	▁p	ot	▁pot
4565	▁p	red	▁pred
4566	▁p	har	▁phar
4567	▁p	are	▁pare
4568	▁p	oin	▁poin
4569	▁p	ortion	▁portion
4570	▁p	ush	▁push
4571	▁Ind	ones	▁Indones
4572	es	:	es:
4573	es	c	esc
4574	es	e,	ese,
4575	▁f	il	▁fil
4576	▁f	est	▁fest
4577	▁f	ire	▁fire
4578	▁f	lo	▁flo
4579	▁f	ood	▁food
4580	▁f	ish	▁fish
4581	▁f	ash	▁fash
4582	▁f	oetic	▁foetic
4583	▁m	and	▁mand
4584	▁m	od	▁mod
4585	▁m	ay	▁may
4586	▁m	anu	▁manu
4587	▁m	ix	▁mix
4588	▁m	erch	▁merch
4589	▁m	aterial	▁material
4590	▁1	.	▁1.
4591	is	en	isen
4592	is	es	ises
4593	is	ions	isions
4594	is	dic	isdic
4595	ic	.	ic.
4596	ic	ts	icts
4597	ic	ob	icob
4598	ic	ken	icken
4599	as	i	asi
4600	as	s.	ass.
4601	ia	.	ia.
4602	it	a	ita
4603	it	s	its
4604	li	gion	ligion
4605	li	feration	liferation
4606	▁l	ing	▁ling
4607	▁l	ate	▁late
4608	▁l	ab	▁lab
4609	▁l	ati	▁lati
4610	▁l	ine	▁line
4611	▁l	eng	▁leng
4612	▁l	ess	▁less
4613	▁l	arger	▁larger
4614	tion	ed	tioned
4615	▁(	"	▁("
4616	▁(	inc	▁(inc
4617	▁(	Ἰνδ	▁(Ἰνδ
4618	▁e	vent	▁event
4619	▁e	mb	▁emb
4620	▁e	pic	▁epic
4621	▁e	ither	▁either
4622	om	o	omo
4623	▁d	o	▁do
4624	▁d	id	▁did
4625	▁d	et	▁det
4626	▁d	oc	▁doc
4627	▁d	anc	▁danc
4628	▁d	own	▁down
4629	▁d	ue	▁due
4630	▁d	emocratic	▁democratic
4631	▁d	ense	▁dense
4632	▁d	omestic	▁domestic
4633	▁d	yn	▁dyn
4634	ro	om	room
4635	ou	nt	ount
4636	ou	nc	ounc
4637	ur	ta	urta
4638	ur	isdic	urisdic
4639	ec	onom	econom
4640	ly	.	ly.
4641	▁h	ous	▁hous
4642	▁h	un	▁hun
4643	▁h	ost	▁host
4644	▁h	ouse	▁house
4645	▁h	old	▁hold
4646	▁h	ots	▁hots
4647	▁h	alf	▁half
4648	▁T	o	▁To
4649	▁T	er	▁Ter
4650	▁T	ibet	▁Tibet
4651	▁19	th	▁19th
4652	▁19	35	▁1935
4653	▁re	st	▁rest
4654	▁re	ce	▁rece
4655	▁re	pe	▁repe
4656	▁re	ven	▁reven
4657	▁re	bellion	▁rebellion
4658	▁n	in	▁nin
4659	▁n	ation	▁nation
4660	▁n	etwork	▁network
4661	▁n	onvi	▁nonvi
4662	▁n	arrow	▁narrow
4663	▁g	en	▁gen
4664	▁g	ig	▁gig
4665	▁g	overn	▁govern
4666	▁g	ive	▁give
4667	▁g	ave	▁gave
4668	▁g	ained	▁gained
4669	▁g	room	▁groom
4670	ri	,	ri,
4671	ri	ya,	riya,
4672	ri	stian	ristian
4673	ul	ner	ulner
4674	▁A	c	▁Ac
4675	▁A	ch	▁Ach
4676	▁A	jant	▁Ajant
4677	ra	.	ra.
4678	ra	tive	rative
4679	ra	struc	rastruc
4680	▁C	av	▁Cav
4681	▁C	lim	▁Clim
4682	▁C	up	▁Cup
4683	▁C	arn	▁Carn
4684	▁C	ricket	▁Cricket
4685	▁C	hess	▁Chess
4686	ad	em	adem
4687	ad	we	adwe
4688	▁The	y	▁They
4689	le	ment	lement
4690	▁B	al	▁Bal
4691	▁B	et	▁Bet
4692	▁B	ah	▁Bah
4693	▁B	ihar	▁Bihar
4694	il	ar	ilar
4695	il	itated	ilitated
4696	▁201	0.	▁2010.
4697	▁S	im	▁Sim
4698	▁S	ab	▁Sab
4699	▁S	hi	▁Shi
4700	▁S	ant	▁Sant
4701	▁S	ome	▁Some
4702	▁S	ever	▁Sever
4703	▁S	ince	▁Since
4704	▁S	til	▁Stil
4705	▁S	arn	▁Sarn
4706	▁S	ultanate	▁Sultanate
4707	▁S	ov	▁Sov
4708	ce	ed	ceed
4709	am	s	ams
4710	am	ed	amed
4711	ol	ent	olent
4712	ol	ved	olved
4713	ol	lowing	ollowing
4714	▁Indian	s.	▁Indians.
4715	ist	ent	istent
4716	ge	st	gest
4717	▁be	st	▁best
4718	▁be	li	▁beli
4719	▁be	gin	▁begin
4720	id	el	idel
4721	id	uous	iduous
4722	▁th	ous	▁thous
4723	▁th	orn	▁thorn
4724	ment	,	ment,
4725	ment	.	ment.
4726	ment	al	mental
4727	▁for	tified	▁fortified
4728	ir	m	irm
4729	ir	t	irt
4730	em	ograph	emograph
4731	▁M	um	▁Mum
4732	▁M	ajor	▁Major
4733	▁M	yan	▁Myan
4734	▁M	odi	▁Modi
4735	▁wh	at	▁what
4736	▁P	.	▁P.
4737	▁P	res	▁Pres
4738	▁st	ri	▁stri
4739	▁st	ud	▁stud
4740	▁st	iff	▁stiff
4741	▁st	andard	▁standard
4742	▁con	qu	▁conqu
4743	▁6	%	▁6%
4744	im	ing	iming
4745	et	s	ets
4746	et	ry	etry
4747	et	ah	etah
4748	res	olved	resolved
4749	▁E	conom	▁Econom
4750	▁E	merg	▁Emerg
4751	▁E	arly	▁Early
4752	▁r	anges	▁ranges
4753	▁ex	erc	▁exerc
4754	ter	-g	ter-g
4755	▁or	ally	▁orally
4756	▁"	n	▁"n
4757	▁"	p	▁"p
4758	▁H	ealth	▁Health
4759	tic	s	tics
4760	tic	ally	tically
4761	▁In	creasing	▁Increasing
4762	ac	ket	acket
4763	▁on	ly	▁only
4764	▁on	set	▁onset
4765	▁3	5	▁35
4766	▁D	is	▁Dis
4767	▁D	emocratic	▁Democratic
4768	▁D	emograph	▁Demograph
4769	ay	at	ayat
4770	ay	anag	ayanag
4771	▁G	ond	▁Gond
4772	▁N	ep	▁Nep
4773	▁N	etwork	▁Network
4774	▁N	DA	▁NDA
4775	▁N	icob	▁Nicob
4776	ak	h	akh
4777	ak	ers	akers
4778	▁are	:	▁are:
4779	▁are	a.	▁area.
4780	▁ar	tic	▁artic
4781	▁7	0	▁70
4782	▁7	th	▁7th
4783	▁7	0%	▁70%
4784	▁7	.5	▁7.5
4785	ig	er	iger
4786	oc	h	och
4787	▁v	ary	▁vary
4788	▁v	alle	▁valle
4789	▁v	oted	▁voted
4790	▁v	iolence	▁violence
4791	▁v	ulner	▁vulner
4792	▁al	liance	▁alliance
4793	▁com	mit	▁commit
4794	▁com	fort	▁comfort
4795	hi	p	hip
4796	hi	bian	hibian
4797	ated	.	ated.
4798	ated	ly	atedly
4799	▁de	leg	▁deleg
4800	▁de	pendent	▁dependent
4801	du	ce	duce
4802	ian	t	iant
4803	▁As	ians	▁Asians
4804	▁sp	ic	▁spic
4805	▁sp	ort	▁sport
4806	▁sp	orts	▁sports
4807	▁un	itary	▁unitary
4808	▁un	ited	▁united
4809	▁un	com	▁uncom
4810	▁un	touchability	▁untouchability
4811	▁un	resolved	▁unresolved
4812	▁pro	j	▁proj
4813	▁pro	duced	▁produced
4814	▁pro	vided	▁provided
4815	▁pro	bably	▁probably
4816	▁pro	duce	▁produce
4817	▁di	ed	▁died
4818	our	ished	ourished
4819	▁cont	ra	▁contra
4820	os	is	osis
4821	os	ing	osing
4822	▁li	es	▁lies
4823	▁li	ve	▁live
4824	▁li	ving	▁living
4825	▁li	fe,	▁life,
4826	▁li	mited	▁limited
4827	▁ch	ain	▁chain
4828	▁ch	ap	▁chap
4829	▁ch	ild	▁child
4830	▁199	9.	▁1999.
4831	▁18	th	▁18th
4832	▁2011	,	▁2011,
4833	▁197	1,	▁1971,
4834	▁J	har	▁Jhar
4835	▁J	aw	▁Jaw
4836	▁J	amm	▁Jamm
4837	▁W	ith	▁With
4838	▁W	HO	▁WHO
4839	ance	,	ance,
4840	▁large	-s	▁large-s
4841	ous	ly	ously
4842	av	al	aval
4843	av	ated	avated
4844	age	ment	agement
4845	ass	ical	assical
4846	ass	inated	assinated
4847	▁form	,	▁form,
4848	▁form	s.	▁forms.
4849	▁form	ally	▁formally
4850	ag	an	agan
4851	ati	.	ati.
4852	ati	ves	atives
4853	og	am	ogam
4854	sh	y	shy
4855	aj	pay	ajpay
4856	me	work	mework
4857	ant	s,	ants,
4858	▁ad	vent	▁advent
4859	stit	utes	stitutes
4860	▁per	cent	▁percent
4861	▁mar	ry	▁marry
4862	▁mar	ried	▁married
4863	▁mar	shy	▁marshy
4864	▁Ch	and	▁Chand
4865	▁Ch	ol	▁Chol
4866	▁Ch	amp	▁Champ
4867	▁Ch	hau	▁Chhau
4868	▁Ch	ristian	▁Christian
4869	ress	ive	ressive
4870	▁centur	y.	▁century.
4871	▁k	ill	▁kill
4872	▁k	urta	▁kurta
4873	▁196	4	▁1964
4874	▁5	3	▁53
4875	▁V	.	▁V.
4876	▁V	is	▁Vis
4877	▁V	ij	▁Vij
4878	▁V	ajpay	▁Vajpay
4879	▁le	vel	▁level
4880	▁econom	y,	▁economy,
4881	▁econom	y.	▁economy.
4882	▁north	,	▁north,
4883	▁north	west,	▁northwest,
4884	angu	ages	anguages
4885	▁sub	duc	▁subduc
4886	▁sub	stan	▁substan
4887	lud	ing	luding
4888	▁F	ore	▁Fore
4889	▁F	ollowing	▁Following
4890	▁U	PA	▁UPA
4891	▁U	rdu	▁Urdu
4892	▁se	x	▁sex
4893	▁se	als	▁seals
4894	▁se	ats	▁seats
4895	▁cl	ass.	▁class.
4896	▁pl	ant	▁plant
4897	▁el	ect	▁elect
4898	▁K	os	▁Kos
4899	▁K	eral	▁Keral
4900	▁K	aver	▁Kaver
4901	▁dec	reasing	▁decreasing
4902	▁dec	iduous	▁deciduous
4903	▁comp	an	▁compan
4904	▁comp	any	▁company
4905	pe	aking	peaking
4906	▁ag	ree	▁agree
4907	ence	,	ence,
4908	▁region	.	▁region.
4909	▁region	s.	▁regions.
4910	▁includ	es	▁includes
4911	▁year	s,	▁years,
4912	iv	al	ival
4913	iv	ing	iving
4914	▁202	3,	▁2023,
4915	▁202	3.	▁2023.
4916	▁202	6,	▁2026,
4917	▁202	6.	▁2026.
4918	all	ed	alled
4919	ath	er	ather
4920	ath	ing	athing
4921	we	alth	wealth
4922	▁sh	ore	▁shore
4923	▁sh	ort	▁short
4924	▁sh	are	▁share
4925	▁sh	ared	▁shared
4926	▁sh	ould	▁should
4927	▁sh	alw	▁shalw
4928	▁south	,	▁south,
4929	▁south	.	▁south.
4930	▁end	ing	▁ending
4931	▁ne	igh	▁neigh
4932	▁ne	xt	▁next
4933	▁system	s	▁systems
4934	ct	ober	ctober
4935	row	ing	rowing
4936	ni	qu	niqu
4937	▁exp	ort	▁export
4938	▁exp	orts	▁exports
4939	▁exp	orted	▁exported
4940	▁exp	orter	▁exporter
4941	▁exp	anding	▁expanding
4942	▁200	1,	▁2001,
4943	▁200	8,	▁2008,
4944	.3	%	.3%
4945	▁world	wide	▁worldwide
4946	▁ra	w	▁raw
4947	▁ra	ti	▁rati
4948	▁ra	id	▁raid
4949	▁ra	pid	▁rapid
4950	▁two	-w	▁two-w
4951	▁inf	ection	▁infection
4952	▁inf	orm	▁inform
4953	▁inf	rastruc	▁infrastruc
4954	▁pe	ace	▁peace
4955	▁dis	hes	▁dishes
4956	▁dis	eas	▁diseas
4957	▁dis	crimin	▁discrimin
4958	▁ext	reme	▁extreme
4959	▁ext	inct	▁extinct
4960	▁ext	end	▁extend
4961	ajor	ity	ajority
4962	ine	.	ine.
4963	▁num	eral	▁numeral
4964	▁num	bers	▁numbers
4965	▁1950	.	▁1950.
4966	▁L	aksh	▁Laksh
4967	▁L	anguages	▁Languages
4968	ap	s	aps
4969	ap	ut	aput
4970	▁im	mediately	▁immediately
4971	▁cou	n	▁coun
4972	▁that	,	▁that,
4973	▁rul	ed	▁ruled
4974	▁rul	ing	▁ruling
4975	▁tradition	s	▁traditions
4976	▁tradition	s.	▁traditions.
4977	▁sc	en	▁scen
4978	▁sc	heduled	▁scheduled
4979	ard	s	ards
4980	▁rep	resent	▁represent
4981	▁CE	.	▁CE.
4982	▁10	th	▁10th
4983	▁class	es	▁classes
4984	▁years	;	▁years;
4985	▁population	,	▁population,
4986	▁population	.	▁population.
4987	lic	,	lic,
4988	-d	es	-des
4989	-d	ay	-day
4990	iti	es	ities
4991	▁O	ld	▁Old
4992	▁O	cean	▁Ocean
4993	▁O	rgan	▁Organ
4994	▁O	ctober	▁October
4995	▁cult	ure.	▁culture.
4996	▁not	able	▁notable
4997	▁supp	ly	▁supply
4998	▁supp	ort	▁support
4999	▁supp	ort.	▁support.
5000	▁supp	lanted	▁supplanted
5001	▁election	.	▁election.
5002	▁election	s.	▁elections.
5003	▁Buddh	a	▁Buddha
5004	▁Buddh	ism,	▁Buddhism,
5005	▁British	-st	▁British-st
5006	▁j	urisdic	▁jurisdic
5007	▁j	acket	▁jacket
5008	▁me	gadi	▁megadi
5009	▁me	aning	▁meaning
5010	▁rec	ording	▁recording
5011	▁grow	ing	▁growing
5012	olog	ical	ological
5013	olog	ically	ologically
5014	▁language	,	▁language,
5015	▁app	oin	▁appoin
5016	▁app	lied	▁applied
5017	▁east	.	▁east.
5018	▁Pakistan	)	▁Pakistan)
5019	▁Pakistan	,	▁Pakistan,
5020	▁number	s,	▁numbers,
5021	▁imp	erial	▁imperial
5022	▁imp	lement	▁implement
5023	ef	,	ef,
5024	ef	ly	efly
5025	aw	at	awat
5026	ven	e	vene
5027	▁tim	e,	▁time,
5028	▁ab	s	▁abs
5029	▁ab	le	▁able
5030	▁ab	ove	▁above
5031	esp	ite	espite
5032	▁hum	ans	▁humans
5033	▁histor	y,	▁history,
5034	▁histor	ical	▁historical
5035	▁histor	ians	▁historians
5036	▁Al	liance	▁Alliance
5037	▁period	.	▁period.
5038	▁later	,	▁later,
5039	▁people	,	▁people,
5040	mon	wealth	monwealth
5041	east	,	east,
5042	vid	ence	vidence
5043	vid	ual	vidual
5044	▁there	fore	▁therefore
5045	▁there	after	▁thereafter
5046	▁occ	as	▁occas
5047	▁occ	urred	▁occurred
5048	▁war	ri	▁warri
5049	▁power	.	▁power.
5050	▁Com	monwealth	▁Commonwealth
5051	ically	,	ically,
5052	▁Chin	a,	▁China,
5053	▁Chin	a.	▁China.
5054	▁influ	ence	▁influence
5055	▁influ	ences	▁influences
5056	▁count	ry,	▁country,
5057	▁species	.	▁species.
5058	▁Pl	ain	▁Plain
5059	ron	ic	ronic
5060	▁ro	le	▁role
5061	▁17	th	▁17th
5062	▁set	tle	▁settle
5063	▁main	ly	▁mainly
5064	▁liter	ary	▁literary
5065	▁ref	lec	▁reflec
5066	▁non-	vi	▁non-vi
5067	▁non-	Congress	▁non-Congress
5068	▁non-	co-	▁non-co-
5069	▁East	ern	▁Eastern
5070	ultan	eous	ultaneous
5071	▁river	s,	▁rivers,
5072	▁music	.	▁music.
5073	▁en	ab	▁enab
5074	▁tech	niqu	▁techniqu
5075	▁pre	v	▁prev
5076	▁pre	vent	▁prevent
5077	▁far	mers	▁farmers
5078	▁fam	ily	▁family
5079	▁mathematic	ians	▁mathematicians
5080	▁sty	les,	▁styles,
5081	▁forest	,	▁forest,
5082	▁forest	s,	▁forests,
5083	▁court	s,	▁courts,
5084	▁court	s.	▁courts.
5085	▁Himalay	as,	▁Himalayas,
5086	▁millennium	,	▁millennium,
5087	▁Plate	.	▁Plate.
5088	-s	peaking	-speaking
5089	cri	ption	cription
5090	iet	y	iety
5091	▁ed	icts	▁edicts
5092	▁us	ually	▁usually
5093	▁ac	tion	▁action
5094	▁acc	om	▁accom
5095	▁acc	ording	▁according
5096	▁acc	ess	▁access
5097	▁out	side	▁outside
5098	▁col	leg	▁colleg
5099	▁col	onial	▁colonial
5100	▁citi	z	▁citiz
5101	▁citi	es,	▁cities,
5102	▁Indo-	Gange	▁Indo-Gange
5103	▁low	-c	▁low-c
5104	▁emp	has	▁emphas
5105	▁emp	eror	▁emperor
5106	▁high	ly	▁highly
5107	▁gre	enhouse	▁greenhouse
5108	▁gra	dually	▁gradually
5109	▁ass	assinated	▁assassinated
5110	ack	buc	ackbuc
5111	▁parti	ally	▁partially
5112	▁parti	tion.	▁partition.
5113	▁coast	al	▁coastal
5114	▁coast	line	▁coastline
5115	▁dev	ast	▁devast
5116	▁Jain	ism	▁Jainism
5117	▁Jain	ism,	▁Jainism,
5118	▁disp	lay	▁display
5119	▁territ	orial	▁territorial
5120	▁feat	ure	▁feature
5121	▁trans	form	▁transform
5122	▁remain	ed	▁remained
5123	▁Sikh	s,	▁Sikhs,
5124	▁Delhi	,	▁Delhi,
5125	ually	,	ually,
5126	▁so	on	▁soon
5127	▁so	le	▁sole
5128	edi	eval	edieval
5129	▁car	ved	▁carved
5130	▁animal	s	▁animals
5131	▁Isl	ands,	▁Islands,
5132	▁last	ed	▁lasted
5133	▁domin	ion	▁dominion
5134	▁domin	ated	▁dominated
5135	▁domin	ance	▁dominance
5136	▁ge	nder	▁gender
5137	▁ge	ograph	▁geograph
5138	▁stat	u	▁statu
5139	▁Europe	.	▁Europe.
5140	▁arti	sans	▁artisans
5141	▁diversity	.	▁diversity.
5142	▁plain	s,	▁plains,
5143	pend	ence	pendence
5144	▁earli	er	▁earlier
5145	▁occup	ation	▁occupation
5146	▁country	's	▁country's
5147	▁origin	al	▁original
5148	▁painting	s	▁paintings
5149	5.	8%	5.8%
5150	ke	y	key
5151	wan	a,	wana,
5152	here	nt	herent
5153	▁indi	vidual	▁individual
5154	▁pres	ent	▁present
5155	▁pres	ence	▁presence
5156	▁pres	ident,	▁president,
5157	▁men	,	▁men,
5158	▁mak	e	▁make
5159	▁rel	ative	▁relative
5160	▁Sh	astri	▁Shastri
5161	emoc	rac	emocrac
5162	▁North	east	▁Northeast
5163	▁arm	s	▁arms
5164	▁arm	ies	▁armies
5165	▁arch	aic	▁archaic
5166	▁commer	ce	▁commerce
5167	▁spread	ing	▁spreading
5168	▁movement	.	▁movement.
5169	▁sever	al	▁several
5170	▁sever	ely	▁severely
5171	▁cap	ability	▁capability
5172	▁cap	ita	▁capita
5173	▁decl	ared	▁declared
5174	▁second	-largest	▁second-largest
5175	▁literac	y,	▁literacy,
5176	-b	ody	-body
5177	-b	ased	-based
5178	-g	rowing	-growing
5179	-m	ajority	-majority
5180	iz	ation	ization
5181	ped	.	ped.
5182	▁Y	aksh	▁Yaksh
5183	▁qu	ality	▁quality
5184	▁temp	les	▁temples
5185	▁aff	air	▁affair
5186	▁aff	irm	▁affirm
5187	eri	ved	erived
5188	▁ob	struc	▁obstruc
5189	enti	al	ential
5190	▁win	ds	▁winds
5191	▁inter	vention	▁intervention
5192	▁bl	ackbuc	▁blackbuc
5193	▁fl	ourished	▁flourished
5194	▁five	-y	▁five-y
5195	▁man	agement	▁management
5196	▁med	ic	▁medic
5197	▁eth	ical	▁ethical
5198	▁every	day	▁everyday
5199	▁dist	inc	▁distinc
5200	▁reg	ul	▁regul
5201	▁reg	ist	▁regist
5202	▁gar	lic,	▁garlic,
5203	▁Se	a	▁Sea
5204	▁Se	a.	▁Sea.
5205	▁Brahm	aput	▁Brahmaput
5206	▁ste	amed	▁steamed
5207	▁sup	reme	▁supreme
5208	▁sup	ercontinent	▁supercontinent
5209	▁var	ious	▁various
5210	▁def	inition	▁definition
5211	▁spe	akers	▁speakers
5212	▁produc	tion	▁production
5213	▁Raj	iv	▁Rajiv
5214	▁Raj	put	▁Rajput
5215	▁market	s.	▁markets.
5216	▁subsequent	ly	▁subsequently
5217	▁caus	e	▁cause
5218	▁comple	x	▁complex
5219	▁resp	ective	▁respective
5220	▁resp	onse	▁response
5221	▁term	.	▁term.
5222	▁Union	.	▁Union.
5223	▁tex	ts	▁texts
5224	▁polic	y	▁policy
5225	▁fact	or	▁factor
5226	▁fact	ories	▁factories
5227	▁coalition	,	▁coalition,
5228	▁territories	.	▁territories.
5229	▁legisl	ature	▁legislature
5230	▁indust	rial	▁industrial
5231	▁Des	ert,	▁Desert,
5232	▁tur	ned	▁turned
5233	▁sit	es	▁sites
5234	▁che	etah	▁cheetah
5235	▁crust	,	▁crust,
5236	▁ann	ual	▁annual
5237	▁ann	ually,	▁annually,
5238	▁inde	pendent	▁independent
5239	▁inde	pendence	▁independence
5240	▁invol	ved	▁involved
5241	▁invol	ving	▁involving
5242	orce	.	orce.
5243	▁bu	ild	▁build
5244	▁bre	ak	▁break
5245	▁bre	athing	▁breathing
5246	▁flow	ering	▁flowering
5247	▁mon	soon	▁monsoon
5248	▁lay	er	▁layer
5249	▁evol	ved	▁evolved
5250	▁evol	ving	▁evolving
5251	▁hub	s	▁hubs
5252	▁exc	avated	▁excavated
5253	▁Ghat	s,	▁Ghats,
5254	▁Re	ligion	▁Religion
5255	▁play	ed	▁played
5256	▁elit	es	▁elites
5257	▁elit	es,	▁elites,
5258	▁languag	es,	▁languages,
5259	▁languag	es.	▁languages.
5260	▁Hindustan	i	▁Hindustani
5261	▁again	st	▁against
5262	▁extens	ively	▁extensively
5263	▁meat	,	▁meat,
5264	▁secular	,	▁secular,
5265	▁Himalayas	.	▁Himalayas.
5266	▁Plateau	,	▁Plateau,
5267	▁surv	ives	▁survives
5268	▁employ	ed	▁employed
5269	▁artist	ic	▁artistic
5270	▁architect	ure,	▁architecture,
5271	▁school	s	▁schools
5272	▁renew	able	▁renewable
5273	▁(A	rtic	▁(Artic
5274	▁(19	9	▁(199
5275	-k	nit	-knit
5276	cul	osis	culosis
5277	hā	rat	hārat
5278	ios	phere	iosphere
5279	lac	ed	laced
5280	pass	ing	passing
5281	▁op	en	▁open
5282	▁sim	ilar	▁similar
5283	▁cle	ared	▁cleared
5284	▁clim	atic	▁climatic
5285	▁bri	efly	▁briefly
5286	▁pat	ron	▁patron
5287	▁pet	ro	▁petro
5288	▁pover	ty,	▁poverty,
5289	▁fra	mework	▁framework
5290	▁fem	ales	▁females
5291	▁mal	es.	▁males.
5292	▁mig	ration	▁migration
5293	▁mamm	als,	▁mammals,
5294	▁town	s	▁towns
5295	▁hy	mns	▁hymns
5296	▁hig	hest	▁highest
5297	▁Treat	y,	▁Treaty,
5298	▁Temp	le	▁Temple
5299	▁nomin	al	▁nominal
5300	▁god	s	▁gods
5301	▁good	s	▁goods
5302	rig	onom	rigonom
5303	▁Ak	b	▁Akb
5304	▁Cl	assical	▁Classical
5305	▁threat	ened	▁threatened
5306	▁Mal	ay	▁Malay
5307	▁Mar	ath	▁Marath
5308	ett	led	ettled
5309	▁exch	ange	▁exchange
5310	▁organ	isation	▁organisation
5311	▁Non-	Pro	▁Non-Pro
5312	▁vol	can	▁volcan
5313	▁vict	ories	▁victories
5314	▁defe	ated.	▁defeated.
5315	▁churid	ars.	▁churidars.
5316	▁adv	anced	▁advanced
5317	▁adop	ted	▁adopted
5318	▁addition	al	▁additional
5319	▁margin	s	▁margins
5320	▁Ved	ic	▁Vedic
5321	▁Fron	t	▁Front
5322	▁hered	itary	▁hereditary
5323	▁railway	s,	▁railways,
5324	▁resident	s	▁residents
5325	▁Lank	an	▁Lankan
5326	▁consum	ption	▁consumption
5327	▁meas	ured	▁measured
5328	▁recog	n	▁recogn
5329	▁poll	ution	▁pollution
5330	▁associ	ated	▁associated
5331	▁safe	guard	▁safeguard
5332	▁weap	ons	▁weapons
